1987;1;Deep Purple;Child in Time;1970
1987;2;The Rolling Stones;Angie;1973
1987;3;Queen;Bohemian Rhapsody;1975
1987;4;The Rolling Stones;(I Can't Get No) Satisfaction;1965
1987;5;Bruce Springsteen;The River;1980
1987;6;David Bowie;"Heroes";1977
1987;7;Led Zeppelin;Stairway to Heaven;1971
1987;8;Eagles;Hotel California;1976
1987;9;Peter Gabriel;Solsbury Hill;1977
1987;10;Dire Straits;Sultans of Swing;1978
1987;11;Meat Loaf;Paradise by the Dashboard Light;1977
1987;12;The Moody Blues;Nights in White Satin;1967
1987;13;The Cure;A Forest;1980
1987;14;The Police;Roxanne;1978
1987;15;U2;Sunday Bloody Sunday;1983
1987;16;Lou Reed;Walk on the Wild Side;1972
1987;17;Joy Division;Love Will Tear Us Apart;1980
1987;18;The Beatles;Yesterday;1965
1987;19;Iggy Pop;The Passenger;1977
1987;20;Procol Harum;A Whiter Shade of Pale;1967
1987;21;The Doors;Light My Fire;1967
1987;22;David Bowie;Space Oddity;1969
1987;23;John Lennon;Imagine;1971
1987;24;The Kinks;Lola;1970
1987;25;The Doors;Riders on the Storm;1971
1987;26;Bob Marley & the Wailers;No Woman, No Cry;1974
1987;27;Prince;Purple Rain;1984
1987;28;Bruce Springsteen;Born to Run;1975
1987;29;U2;New Year's Day;1983
1987;30;The Beatles;Let It Be;1970
1987;31;Pink Floyd;Another Brick in the Wall, Part II;1979
1987;32;John Miles;Music;1976
1987;33;The Beatles;Hey Jude;1968
1987;34;Iggy Pop;Lust for Life;1977
1987;35;Kate Bush;Wuthering Heights;1978
1987;36;Peter Gabriel;Biko;1980
1987;37;Jimi Hendrix;Hey Joe;1967
1987;38;Talking Heads;Psycho Killer;1977
1987;39;Derek and the Dominos;Layla;1970
1987;40;Ike & Tina Turner;Nutbush City Limits;1973
1987;41;U2;I Will Follow;1980
1987;42;Joe Cocker;With a Little Help from My Friends;1969
1987;43;Scorpions;Still Loving You;1984
1987;44;T.C. Matic;Oh La La La;1981
1987;45;Sex Pistols;God Save the Queen;1977
1987;46;Dire Straits;Private Investigations;1982
1987;47;Rod Stewart;Sailing;1975
1987;48;10cc;I'm Not in Love;1975
1987;49;The Police;Every Breath You Take;1983
1987;50;The Animals;The House of the Rising Sun;1964
1987;51;The Doors;The End;1967
1987;52;Steppenwolf;Born to Be Wild;1968
1987;53;Prince;1999;1982
1987;54;Marvin Gaye;I Heard It Through the Grapevine;1968
1987;55;Simon & Garfunkel;Bridge over Troubled Water;1970
1987;56;The Rolling Stones;Sympathy for the Devil;1968
1987;57;Fleetwood Mac;Go Your Own Way;1977
1987;58;Jackson Browne;The Load-Out / Stay;1977
1987;59;Cockney Rebel;Sebastian;1973
1987;60;Them;Gloria;1965
1987;61;Simple Minds;Waterfront;1984
1987;62;Talking Heads;Once in a Lifetime;1980
1987;63;Elvis Presley;Jailhouse Rock;1957
1987;64;Ike & Tina Turner;River Deep - Mountain High;1966
1987;65;Simon & Garfunkel;The Sound of Silence;1964
1987;66;Deep Purple;Smoke on the Water;1972
1987;67;Ultravox;Vienna;1980
1987;68;Elvis Costello;I Want You;1986
1987;69;Roxy Music;Avalon;1982
1987;70;Suzanne Vega;Luka;1987
1987;71;Peter Gabriel;Sledgehammer;1986
1987;72;Sex Pistols;Anarchy in the UK;1977
1987;73;Simple Minds;Promised You a Miracle;1982
1987;74;The Who;My Generation;1965
1987;75;The Beatles;Help!;1965
1987;76;Roxy Music;Love Is the Drug;1975
1987;77;The Sisters of Mercy;Alice;1982
1987;78;Billy Joel;Goodnight Saigon;1982
1987;79;Neil Young;Like a Hurricane;1977
1987;80;Gerry Rafferty;Baker Street;1978
1987;81;U2;With or Without You;1987
1987;82;U2;Pride (In the Name of Love);1984
1987;83;Bob Dylan;Like a Rolling Stone;1965
1987;84;Art Garfunkel;Bright Eyes;1979
1987;85;James Brown;Sex Machine;1970
1987;86;Prince;Sign 'O' The Times;1987
1987;87;Simple Minds;New Gold Dream (81-82-83-84);1982
1987;88;Elton John;Your Song;1970
1987;89;Black Sabbath;Paranoid;1970
1987;90;Bob Seger;Mainstreet;1976
1987;91;Pink Floyd;Money;1973
1987;92;The Police;Message in a Bottle;1979
1987;93;Scott McKenzie;San Francisco;1967
1987;94;Bruce Springsteen;Dancing in the Dark;1984
1987;95;Lou Reed;Perfect Day;1972
1987;96;Simple Minds;Don't You (Forget About Me);1985
1987;97;Talking Heads;Slippery People;1983
1987;98;The Troggs;Wild Thing;1966
1987;99;David Bowie;Let's Dance;1983
1987;100;10cc;Dreadlock Holiday;1978
1988;1;The Rolling Stones;Angie;1973
1988;2;Deep Purple;Child in Time;1970
1988;3;Queen;Bohemian Rhapsody;1975
1988;4;Eagles;Hotel California;1976
1988;5;Led Zeppelin;Stairway to Heaven;1971
1988;6;Meat Loaf;Paradise by the Dashboard Light;1977
1988;7;Bruce Springsteen;The River;1980
1988;8;Dire Straits;Sultans of Swing;1978
1988;9;The Rolling Stones;(I Can't Get No) Satisfaction;1965
1988;10;Peter Gabriel;Solsbury Hill;1977
1988;11;The Cure;A Forest;1980
1988;12;The Beatles;Yesterday;1965
1988;13;U2;Sunday Bloody Sunday;1983
1988;14;John Lennon;Imagine;1971
1988;15;The Moody Blues;Nights in White Satin;1967
1988;16;Prince;Purple Rain;1984
1988;17;Bruce Springsteen;Born to Run;1975
1988;18;David Bowie;"Heroes";1977
1988;19;Joy Division;Love Will Tear Us Apart;1980
1988;20;Kate Bush;Wuthering Heights;1978
1988;21;Peter Gabriel;Biko;1980
1988;22;The Police;Every Breath You Take;1983
1988;23;John Miles;Music;1976
1988;24;Lou Reed;Walk on the Wild Side;1972
1988;25;The Doors;Light My Fire;1967
1988;26;The Police;Roxanne;1978
1988;27;Iggy Pop;The Passenger;1977
1988;28;The Doors;Riders on the Storm;1971
1988;29;The Police;Message in a Bottle;1979
1988;30;The Beatles;Hey Jude;1968
1988;31;The Sisters of Mercy;Alice;1982
1988;32;Dire Straits;Private Investigations;1982
1988;33;Derek and the Dominos;Layla;1970
1988;34;Procol Harum;A Whiter Shade of Pale;1967
1988;35;U2;I Will Follow;1980
1988;36;Prince;1999;1982
1988;37;The Smiths;Bigmouth Strikes Again;1986
1988;38;Bryan Adams;Summer of '69;1984
1988;39;Pink Floyd;Another Brick in the Wall, Part II;1979
1988;40;Glenn Medeiros;Nothing's Gonna Change My Love For You;1987
1988;41;Sex Pistols;Anarchy in the UK;1977
1988;42;The Beatles;Let It Be;1970
1988;43;The Smiths;There Is a Light That Never Goes Out;1986
1988;44;Neil Young;Like a Hurricane;1977
1988;45;Rod Stewart;Sailing;1975
1988;46;Jimi Hendrix;Hey Joe;1967
1988;47;Talking Heads;Slippery People;1983
1988;48;Bryan Adams;Heaven;1984
1988;49;Billy Joel;Goodnight Saigon;1982
1988;50;The Kinks;Lola;1970
1988;51;Art Garfunkel;Bright Eyes;1979
1988;52;Simon & Garfunkel;Bridge over Troubled Water;1970
1988;53;Tracy Chapman;Fast Car;1988
1988;54;Ultravox;Vienna;1980
1988;55;Scorpions;Still Loving You;1984
1988;56;U2;New Year's Day;1983
1988;57;Steppenwolf;Born to Be Wild;1968
1988;58;Simon & Garfunkel;The Sound of Silence;1964
1988;59;Michael Jackson;Thriller;1982
1988;60;The Animals;The House of the Rising Sun;1964
1988;61;The Rolling Stones;Sympathy for the Devil;1968
1988;62;Cockney Rebel;Sebastian;1973
1988;63;Prince;Sign 'O' The Times;1987
1988;64;The Beatles;A Day in the Life;1967
1988;65;Michael Jackson;Dirty Diana;1987
1988;66;The Stooges;No Fun;1969
1988;67;Talking Heads;Once in a Lifetime;1980
1988;68;Lou Reed;Perfect Day;1972
1988;69;U2;With or Without You;1987
1988;70;10cc;I'm Not in Love;1975
1988;71;Sex Pistols;God Save the Queen;1977
1988;72;Dire Straits;Brothers in Arms;1985
1988;73;U2;Pride (In the Name of Love);1984
1988;74;Bob Marley & the Wailers;No Woman, No Cry;1974
1988;75;T.C. Matic;Oh La La La;1981
1988;76;Boston;More Than a Feeling;1976
1988;77;Simple Minds;Don't You (Forget About Me);1985
1988;78;Joe Cocker;With a Little Help from My Friends;1969
1988;79;Bob Dylan;Like a Rolling Stone;1965
1988;80;The Troggs;Wild Thing;1966
1988;81;Phil Collins;In the Air Tonight;1981
1988;82;Roxy Music;Avalon;1982
1988;83;Bruce Springsteen;Born in the U.S.A.;1984
1988;84;R.E.M.;The One I Love;1987
1988;85;Bruce Springsteen;Dancing in the Dark;1984
1988;86;Fleetwood Mac;Go Your Own Way;1977
1988;87;John Hiatt;Have a Little Faith in Me;1987
1988;88;The Doors;The End;1967
1988;89;KISS;I Was Made for Lovin' You;1979
1988;90;Sinéad O'Connor;Troy;1987
1988;91;Elvis Costello;I Want You;1986
1988;92;The Sisters of Mercy;Temple of Love;1983
1988;93;Michael Jackson;Bad;1987
1988;94;Peter Gabriel;Sledgehammer;1986
1988;95;David Bowie;Space Oddity;1969
1988;96;Elton John;Your Song;1970
1988;97;George Michael;I Want Your Sex;1987
1988;98;Eric Clapton;Wonderful Tonight;1977
1988;99;Prince;When Doves Cry;1984
1988;100;Won Ton Ton;I Lie and I Cheat;1988
1990;1;Deep Purple;Child in Time;1970
1990;2;The Rolling Stones;Angie;1973
1990;3;Led Zeppelin;Stairway to Heaven;1971
1990;4;Queen;Bohemian Rhapsody;1975
1990;5;John Lennon;Imagine;1971
1990;6;Eagles;Hotel California;1976
1990;7;The Rolling Stones;(I Can't Get No) Satisfaction;1965
1990;8;The Cure;A Forest;1980
1990;9;Dire Straits;Sultans of Swing;1978
1990;10;The Doors;The End;1967
1990;11;Prince;Purple Rain;1984
1990;12;Iggy Pop;The Passenger;1977
1990;13;Meat Loaf;Paradise by the Dashboard Light;1977
1990;14;The Doors;Light My Fire;1967
1990;15;Bruce Springsteen;The River;1980
1990;16;Joy Division;Love Will Tear Us Apart;1980
1990;17;Prince;Sign 'O' The Times;1987
1990;18;David Bowie;"Heroes";1977
1990;19;U2;Sunday Bloody Sunday;1983
1990;20;The Rolling Stones;Sympathy for the Devil;1968
1990;21;Bryan Adams;Summer of '69;1984
1990;22;David Bowie;Space Oddity;1969
1990;23;The Moody Blues;Nights in White Satin;1967
1990;24;Jimi Hendrix;Hey Joe;1967
1990;25;Lou Reed;Walk on the Wild Side;1972
1990;26;The Doors;Riders on the Storm;1971
1990;27;Procol Harum;A Whiter Shade of Pale;1967
1990;28;Sinéad O'Connor;Troy;1987
1990;29;The Troggs;Wild Thing;1966
1990;30;Bruce Springsteen;Born to Run;1975
1990;31;The Beatles;Hey Jude;1968
1990;32;John Miles;Music;1976
1990;33;The Kinks;Lola;1970
1990;34;The Beatles;Yesterday;1965
1990;35;Steppenwolf;Born to Be Wild;1968
1990;36;Iggy Pop;Lust for Life;1977
1990;37;Neil Young;Like a Hurricane;1977
1990;38;The Beatles;Let It Be;1970
1990;39;T.C. Matic;Oh La La La;1981
1990;40;Derek and the Dominos;Layla;1970
1990;41;The Animals;The House of the Rising Sun;1964
